,categoryName1,watchTimes1,categoryName,watchTime_min,categoryRatio,channelTitle,watchTimes2,channelLink,language,lanCounts
970,,,,,,Pillow,1,https://www.youtube.com/channel/UC8DBdOsq1zu-PbKHG8kNV0g,,
971,,,,,,Cover Nation,1,https://www.youtube.com/channel/UCtwQvkMG2Ksbe2HhB1WJlOg,,
972,,,,,,Dixzie Cruel,1,https://www.youtube.com/channel/UC6dX0XzeyBU29azHkQxkc6g,,
973,,,,,,Midnight Strums,1,https://www.youtube.com/channel/UCgsIz_27cHDAEPJfaQBGGow,,
974,,,,,,Habana Music,1,https://www.youtube.com/channel/UCEepTsC1cUmjyzifzGAPnIw,,
975,,,,,,JIMOH,1,https://www.youtube.com/channel/UC4Uunw-XweAh0D40vZ7vMXQ,,
976,,,,,,Boyce Avenue,1,https://www.youtube.com/channel/UCgc00bfF_PvO_2AvqJZHXFg,,
977,,,,,,Teddy Swims,1,https://www.youtube.com/channel/UCb-ikMqe9iS8GjG7WgGwCrQ,,
978,,,,,,Rosesarerosie,1,https://www.youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g,,
979,,,,,,PoddyCentral,1,https://www.youtube.com/channel/UCfNi2e1-ir22DuRnWv9lI1A,,
980,,,,,,IMPAULSIVE Clips,1,https://www.youtube.com/channel/UCE9ZKI1b_PhVm3gejYuilhw,,
981,,,,,,Code Traversal,1,https://www.youtube.com/channel/UC0KuVt-TeaAGR2ncOTzBMcQ,,
982,,,,,,Max,1,https://www.youtube.com/channel/UCx-KWLTKlB83hDI6UKECtJQ,,
983,,,,,,PM Music,1,https://www.youtube.com/channel/UC19Wx0PjlB8rgJWD5NK7Hag,,
984,,,,,,Romantic Gaane,1,https://www.youtube.com/channel/UCYhqVFkgWutm0ouA1jghX1w,,
985,,,,,,John Casterline,1,https://www.youtube.com/channel/UCE7spuKzxP1k8A-XucxxUAQ,,
986,,,,,,Runner Recap,1,https://www.youtube.com/channel/UCLD9e7or73XNIlpG5kEbLTA,,
987,,,,,,Anatoly Dadda,1,https://www.youtube.com/channel/UCqoXYPbmq5vUzXmYvInwSNg,,
988,,,,,,Sahil &amp; Sarra,1,https://www.youtube.com/channel/UCkcqmxjMXaBb0kDWqqSEU1g,,
989,,,,,,Be YouNick Shorts,1,https://www.youtube.com/channel/UCk1ekecZ8Wt939wrdxwEjuA,,
990,,,,,,gully cricket,1,https://www.youtube.com/channel/UCxFfuZu3XqU_96OGBj22mWw,,
991,,,,,,Highlight Reel,1,https://www.youtube.com/channel/UCd5hdemikI6GxwGKhJCwzww,,
992,,,,,,Cricket Explosive Drills,1,https://www.youtube.com/channel/UCSk6VID9h3RiOxMGXJCrePg,,
993,,,,,,FuzzyM Cricket,1,https://www.youtube.com/channel/UCiNWalzZ1HUIDwhzfQcwt4Q,,
994,,,,,,Hafu Go,1,https://www.youtube.com/channel/UCXMVaxrax7RNDPdfRrXXgtQ,,
995,,,,,,Physics Girl,1,https://www.youtube.com/channel/UC7DdEm33SyaTDtWYGO2CwdA,,
996,,,,,,Also Abhinav,1,https://www.youtube.com/channel/UCSoOY37X45twbR5EC4hcdrQ,,
997,,,,,,soeslife shorts,1,https://www.youtube.com/channel/UCBc_qvL1aee8iu8I6CgnDvw,,
998,,,,,,Tricksters,1,https://www.youtube.com/channel/UCkQEYwVkQwA19O2D0n_clFg,,
999,,,,,,CRICKET WITH FURQUAN,1,https://www.youtube.com/channel/UC7MPuG7BJdpo0wSxXrnj8kg,,
1000,,,,,,KeaneVEVO,1,https://www.youtube.com/channel/UCu1raXDJ4jkIiyy_NOUF2QQ,,
1001,,,,,,TheWeekndVEVO,1,https://www.youtube.com/channel/UCF_fDSgPpBQuh1MsUTgIARQ,,
1002,,,,,,Arctic Monkeys - Topic,1,https://www.youtube.com/channel/UC8Yu1_yfN5qPh601Y4btsYw,,
1003,,,,,,d4vd,1,https://www.youtube.com/channel/UC98WsFnuhfS3uT8PwdYCjbw,,
1004,,,,,,StephenSanchezVEVO,1,https://www.youtube.com/channel/UCWGsC1q1o7iZ-4-fLGHop0A,,
1005,,,,,,MitskiVEVO,1,https://www.youtube.com/channel/UC_Fv428B6qnjWLcR8d7t9jQ,,
1006,,,,,,Zoobees Hindi Kids Rhymes,1,https://www.youtube.com/channel/UCpLk9tg2MsgUHPJn2SDb6fg,,
1007,,,,,,Shemaroo Kids Bengali,1,https://www.youtube.com/channel/UCQD8lyhaaPC8AbBztf9YfXA,,
1008,,,,,,Hector The Tractor - Hindi Videos and Rhymes,1,https://www.youtube.com/channel/UCAR0XbmLZ8VmUs_mjTq44Og,,
1009,,,,,,Lead Little Kids 3D,1,https://www.youtube.com/channel/UCBrPPjWpMamzmAMxkKA41gw,,
1010,,,,,,Lead Little Kids,1,https://www.youtube.com/channel/UCTUe-b7uJeR9w90sFPGEXww,,
1011,,,,,,Tridev Marathi Rhymes,1,https://www.youtube.com/channel/UCeh610enHX91-jwTgN8a1gw,,
1012,,,,,,Dostcast,1,https://www.youtube.com/channel/UCpeRzRS1b1NvY4og1huE7jw,,
1013,,,,,,YouTube India Spotlight,1,https://www.youtube.com/channel/UCvScgo6mAvbMEjszK4sSj6g,,
1014,,,,,,True Coders,1,https://www.youtube.com/channel/UCEdktsrG82C-Di-me54tjdQ,,
1015,,,,,,Andy Math,1,https://www.youtube.com/channel/UC6KhU3AMLHC-qv7tj0ZJduw,,
1016,,,,,,Free Web &amp; Mobile Apps,1,https://www.youtube.com/channel/UCfduqwJEfcOS2WMYwRC8U9w,,
1017,,,,,,Code With Dr,1,https://www.youtube.com/channel/UCNth0gV0IDBt9rocUqrFGKA,,
1018,,,,,,HelloHarendra,1,https://www.youtube.com/channel/UCkDHDcH4MEe1boyD9xqIkPw,,
1019,,,,,,Shivam Gupta,1,https://www.youtube.com/channel/UCq54jfCq7l8XVpqqnUPt8qg,,
1020,,,,,,Mitch Koko,1,https://www.youtube.com/channel/UCVj9dwfXRmwyYmiWnk-qCCQ,,
1021,,,,,,Dear Programmer,1,https://www.youtube.com/channel/UC91MesxZENXuX9bIZRwCcBw,,
1022,,,,,,GeeksforGeeks,1,https://www.youtube.com/channel/UC0RhatS1pyxInC00YKjjBqQ,,
1023,,,,,,Hussain Mustafa,1,https://www.youtube.com/channel/UCcTh-nJ9jIYTnJie4ksarsQ,,
1024,,,,,,Backslash Flutter,1,https://www.youtube.com/channel/UCknAgO0AdG61Yd1G7D1Arxg,,
1025,,,,,,Optimizers,1,https://www.youtube.com/channel/UCJQpsDl4O6L6uU4wqcbQmgw,,
1026,,,,,,Yash Bhure,1,https://www.youtube.com/channel/UCPq2-pIQ7PvxKh2pnjK0W6Q,,
1027,,,,,,Ryan Tricks,1,https://www.youtube.com/channel/UCP7eT6DcV6Dk5kWOc5hrC6A,,
1028,,,,,,Greenskull AI,1,https://www.youtube.com/channel/UCJvBXBYPWE1aIlrM0r1Ilhw,,
1029,,,,,,HL Stories,1,https://www.youtube.com/channel/UCXu0h8kybDF6kMO2sXxDa3Q,,
1030,,,,,,Christian Tye,1,https://www.youtube.com/channel/UClvaL62jPrgHri6viv-sxxg,,
1031,,,,,,THE AMAN SHOWS,1,https://www.youtube.com/channel/UCXYISas9Lo4PGaLepBJYzLw,,
1032,,,,,,Nomad Shubham,1,https://www.youtube.com/channel/UCNCl2n5YZfUXaxSVL3zqlLA,,
1033,,,,,,Bhookha Sher,1,https://www.youtube.com/channel/UC-njV1M9SnQgDofzkcSB2Pg,,
1034,,,,,,Vishal,1,https://www.youtube.com/channel/UCo5-Nod1hkMelw_0P0trXIA,,
1035,,,,,,TLE Eliminators - by Priyansh,1,https://www.youtube.com/channel/UCqL-fzHtN3NQPbYqGymMbTA,,
1036,,,,,,SyncMain,1,https://www.youtube.com/channel/UCt9cudqajvAG6n70cQW1exQ,,
1037,,,,,,Austen Alexander,1,https://www.youtube.com/channel/UCm_KYd9ls02FktHoE_R_1Qg,,
1038,,,,,,xkcd&#39;s What If?,1,https://www.youtube.com/channel/UC6IxnFzHofFJ5X2PycSMsww,,
1039,,,,,,8 DIMENSIONAL MUSIC,1,https://www.youtube.com/channel/UCL1kad0_ZCUaV3n12Ha65sQ,,
